	ART_C_PROD_NUMBER	ART_V_ART_DESCRIPTION
7860656	540538	540538.4 Sparpaket zooplus Selection 24 x 400 g - Junior Kalb
7861394	628257	628257.8 Grau Haut & Fell Produkte + Handtuch gratis! - HOKAMIX 30 Forte Pulver - 750 g
7863531	631243	631243.14 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Wildschwein
7863534	631243	631243.3 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Wild
7864329	617170	617170.0 Hundebett Oekobed mit Plüsch in Pfotendesign - L 100 x B 80 x H 25 cm
7864753	569495	569495.3 Rocco Rolls Kaurollen mit Hühnerfleisch - 6 x 200 g
7864981	631243	631243.18 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Ross
7866336	260124	260124.12 Savic Hundewindel Comfort Nappy - Größe 7, 12 Stück
7867273	635685	635685.6 5 + 1 gratis! 6 x 200/190 g catz finefood Purrrr - Multipack - 6 Sorten (6 x 200/190 g)
7872112	98859	98859.24 Set Schermaschine Moser max45 (Type 1245) inklusive 2 Aufsteckkämme! - Moser max45 inkl. Scherkopf 1mm & 2 Aufsteckkämmen
7872925	621636	621636.6 4 kg Smilla Trockenfutter zum Sonderpreis! - Adult XXL-Krokette
7875626	619529	619529.7 Purizon Hundenahrung 12 kg + 10 Rocco Rinderohren gratis - Single Meat Adult Ente mit Apfel
7875786	630894	630894.2 Limited Edition: Rocco Sommer-Menue 6 x 800 g - Lachs & Süßkartoffeln
7876160	433620	433620.5 Probiermix Gourmet Gold 12 x 85 g - Delikatessen
7879012	324030	324030.7 Royal Canin Mini Adult Light - 24 x 195 g
7882693	224937	224937.2 10 + 2 kg gratis! 12 kg Hill's Science Plan Trockenfutter - Adult Light Huhn
7883483	632020	632020.0 Pedigree Biscrok Milky Biscuits Dog Treats - 350 g
7883509	437157	437157.5 RINTI Canine Nieren-Diät - 12 x 400 g
7883545	396369	396369.3 3 kg + 1 kg gratis! 4 kg Wahre Liebe Trockenfutter - für Räuber & Gendarmen
7885043	561311	561311.61 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Adult Large Breed Lamm & Reis (12 kg)
7885101	358628	358628.7 Multipack Sheba Fresh & Fine Frischebeutel 6 x 50 g - Gelee Fisch Variation
7886857	613729	613729.1 400 g Concept for Life Trockenfutter + 12 x 85 g Nassfutter in Soße - Sensitive Cats Mixpaket
7887875	624498	624498.0 Josera MiniJunior - 4 kg
7888200	624978	624978.0 Hundesicherheitsgurt Clix Carsafe - Größe S: für kleine Hunde
7889808	577670	577670.7 1 + 1 gratis! Lukullus feine Kauknochen 2 x 10 cm - Huhn
7897516	364537	364537.6 7,5 + 2 kg gratis! 9,5 kg Applaws Katzenfutter - Adult Meeresfisch mit Lachs (6 + 1,8 kg)
7897880	622296	622296.106 Großgebinde Royal Canin Size + Spielzeug KONG Classic gratis! - Mini Adult (8 kg)
7898813	608788	608788.2 Concept for Life Sensitive Cats - in Soße - 48 x 85 g
7900041	168747	168747.3 Porta 21 Feline Finest Adult Cat - Sparpaket: 2 x 2 kg
7900614	631243	631243.15 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Ente
7901674	514483	514483.14 10 + 2 gratis! 12 x 140 g Almo Nature - HFC Huhn & Garnelen
7901867	577244	577244.2 Ultima Urinary Tract - 1,5 kg
7903060	118641	118641.3 Catit Design Senses Spielschiene inkl. Ball - Sparset: Spielschiene + Bälle
7903529	628048	628048.0 Hill's Prescription Diet c/d Multicare Urinary Care Katzenfutter mit Seefisch - 5 kg
7906907	613397	613397.0 Hill's Prescription Diet k/d + Mobility  Kidney + Joint Care Katzenfutter mit Huhn - 2 kg
7908481	13050	13050.12 10 + 2 gratis! 12 x 200 g Grau Schlemmertöpfchen - Getreidefrei Geflügel & Seefisch
7912084	617400	617400.1 Heyrex Torus Wassernapf - rot - Aktivkohlefilter (5 Stück)
7913128	529487	529487.5 1,5 kg + 1 kg gratis! Bosch Soft & Plus - Soft Mini Rehwild + Kartoffel
7913156	614952	614952.3 8 x 100 g GimDog Little Darling Fruity Menu mit Paté mit Truthahn und Aprikose - Für Ihre Bonuspunkte!
7913812	135371	135371.4 Applaws Adult Huhn - Sparpaket: 2 x 2 kg
7913898	2087	2087.6 Pedigree Riesenknochen Maxi - Huhn 1 x 210 g
7915287	620607	620607.0 Rinti Maximum Pansen - 500 g Testgröße gratis!
7917150	619432	619432.28 5 + 1 gratis! 6 x 70 g Applaws Katzenfutter - Senior Thunfisch mit Lachs in Jelly
7918108	621020	621020.7 12 x 85 g Concept for Life Sensitive Cats Nassnahrung zum Probierpreis! - Sensitive Cats - in Gelee
7922207	616947	616947.40 8 / 10 kg Happy Cat + 2 Aumüller Baldriankissen - Sensitive Grainfree Junior (2 x 4 kg)
7924905	587585	587585.19 10 kg Sanabelle Trockenfutter + Katzenspielzeug Cat Activity Snack Box gratis! - Urinary
7926447	608791	608791.2 Concept for Life Light - in Soße - 48 x 85 g
7947041	620552	620552.1 beaphar Lachsöl Bonbons - Sparpaket: 2 x 245 g
7948048	619336	619336.22 12 kg Großgebinde Hill's + Hundespielzeug Gummiball mit Schnur gratis! - Mature Adult Senior Huhn (12 kg)
7950647	618498	618498.9 10+2 gratis! 12 x 85 g Concept for Life Nassnahrung zum Probieren - Light - in Gelee
7950855	611051	611051.3 Pussy Deluxe Gelee oder Mousse 24 x 100 g - Deluxe Mousse Lamm Pur mit Hüttenkäse
7951968	509046	509046.6 Feringa Kitten Starter-Paket + Katzenspielzeug - 400 g Trockenfutter + 6 x 200 g gemischtes Paket
7953570	623552	623552.0 20 + 4 gratis! Cosma Nature 24 x 280 g - Hühnchenfilet
7953914	604470	604470.0 Burns Choice Adult Lamm & Mais - 12 kg
7954402	618045	618045.10 Sparpaket Iams 2 x Kleingebinde - Multi-Cat (2 x 3 kg)
7956327	264003	264003.107 Sparpaket Eukanuba 2 x Großgebinde - Adult Breed Specific Rottweiler (2 x 12 kg)
7956723	620011	620011.0 Vitakraft Best of Cat Stick® mini - 20 x 2 g  (5 Sorten)
7959739	623374	623374.1 FURminator deShedding Tool zum Sonderpreis! - Langhaar M
7962845	622665	622665.0 GimCat Urinary Paste - 50 g
7968829	617955	617955.8 Probierpaket: 12 x 85 g Concept for Life Nassfutter + 400g Trockenfutter gratis! - Light - in Gelee
7969637	617955	617955.2 Probierpaket: 12 x 85 g Concept for Life Nassfutter + 400g Trockenfutter gratis! - Light - in Soße
7970514	619427	619427.8 6,5 + 1 kg gratis! 7,5 kg Applaws Trockenfutter - Adult Huhn Light
7971084	610878	610878.26 Sparpaket Royal Canin - Veterinary Diet 2 x Großgebinde - Dental Special Small Dog (2 x 3,5 kg)
7972730	577564	577564.10 1,5 kg gratis! 12,5 kg Exclusion Trockenfutter - Schwein & Reis
7972838	499342	499342.75 Sparpaket Royal Canin Breed 2 x Großgebinde - Sphynx Adult (2 x 10 kg)
7977207	284046	284046.7 Savic Katzentoilette Nestor - Toilette grau/weiß + 2 extra Filter + 12 Bag it up
7984933	578757	578757.34 Großgebinde Bosch + Rocco Rinderpansen gratis! - Reproduction (2 x 7,5 kg)
7988350	619410	619410.2 700 g Animonda Integra Protect Trockenfutter für Hunde zum Sonderpreis! - Adipositas
7989311	620257	620257.2 15 kg Lukullus Trockenfutter + Gefriergetrocknete Snacks gratis! - Adult Barbarie-Ente & Lamm + Lammlunge (50 g)
7990412	497320	497320.6 Concept for Life Maine Coon Adult - Als Ergänzung: 12 x 85 g Concept for Life Beauty in Gelee
7994334	345670	345670.5 Herrmann's Premiumpaket: Bio Reisflocken und Nassfutter - 6 x 400 g Bio Pute Pur + 6 x 200 g Bio Gemüsetopf 
8002082	268995	268995.19 Sparpaket Bozita Robur 2 x Großgebinde - Mother & Puppy XL (2 x 14 kg)
8009901	618031	618031.5 Sparpaket Porta 21 2 x 2 kg - Feline Finest Kitten
8010476	613485	613485.1 Hill's Prescription Diet k/d + Mobility Kidney + Joint Care Hundefutter Original - 12 kg
8012914	11783	11783.21 Royal Canin Hairball Care - 4 kg
8015192	620596	620596.1 Bosch Soft Mini Fasan & Süßkartoffel - Sparpaket: 3 x 2,5 kg
8017299	620564	620564.1 Bosch Soft Junior Hühnchen & Süßkartoffel - Sparpaket: 3 x 2,5 kg
8024014	623552	623552.2 20 + 4 gratis! Cosma Nature 24 x 280 g - Hühnerbrust & Thunfisch
8025395	5283	5283.7 Pedigree Adult mit Huhn und Gemüse - 3 kg
8031941	442508	442508.5 2 + 1 gratis! 3 x 8in1 Delights Pro Dental Kauknochen - XS (3 x 7 Stück)
8034007	586230	586230.1 Sparpaket Applaws Hund Dose in Brühe 24 x 156 g - Huhn & Gemüse
8034383	617067	617067.0 Catit Senses 2.0 Spielschiene Super Circuit inkl. Ball - 1 Stück
8034544	4903	4903.29 Royal Canin Fit 32 - 2 kg
8034648	621865	621865.1 flexi New Comfort Gurt-Leine L grau, 8 m - LED Lighting System
8035192	484893	484893.11 Sparpaket Herrmann's Fleisch Pur 24 x 400 g - Mix Bio Pur, 4 Sorten
8036768	617188	617188.1 Heyrex Torus Wassernapf - rosa - Aktivkohlefilter (5 Stück)
8040497	357175	357175.4 15 kg Lukullus Trockenfutter + 6 x 400 g Lukullus Nassfutter gratis! - Adult Huhn & Nordmeerlachs + Geflügel & Lamm
8041577	608876	608876.2 Concept for Life Sensitive Cats - in Gelee - 48 x 85 g
8042095	608902	608902.2 Concept for Life All Cats 10+ - in Gelee - 48 x 85 g
8042586	512041	512041.1 Herrmann's Fleisch Pur gemischtes Probierpaket 800 g - Pur, 6 Sorten 12 x 800 g
8046490	613729	613729.0 400 g Concept for Life Trockenfutter + 12 x 85 g Nassfutter in Soße - Sterilised Cats Mixpaket
8047900	455563	455563.4 12,7 kg World's Best Cat Litter Katzenstreu zum Sonderpreis! - World's Best Cat Litter
8049415	497304	497304.3 Concept for Life All Cats 10+ - Als Ergänzung: 12 x 85 g Concept for Life All Cats 10+ in Soße
8049418	497304	497304.4 Concept for Life All Cats 10+ - Als Ergänzung: 12 x 85 g Concept for Life All Cats 10+ in Gelee
8053428	627963	627963.0 Hill's Prescription Diet i/d Digestive Care Katzenfutter mit Lachs - 12 x 85 g
8057379	608791	608791.1 Concept for Life Light - in Soße - 24 x 85 g
8060726	613751	613751.2 Gemischtes Sparpaket Concept for Life Gelee & Soße 24 x 85 g  - Light  in Soße  und Gelee       
8061406	613751	613751.0 Gemischtes Sparpaket Concept for Life Gelee & Soße 24 x 85 g  - Sterilised  in Soße und Gelee       
8061589	613751	613751.5 Gemischtes Sparpaket Concept for Life Gelee & Soße 24 x 85 g  - Kitten in Soße und Gelee          
8064629	568181	568181.4 12 kg + 2 kg gratis! 14 kg Briantos Trockenfutter - Adult Huhn & Reis
8067813	619336	619336.27 12 kg Großgebinde Hill's + Hundespielzeug Gummiball mit Schnur gratis! - Advanced Fitness Thunfisch & Reis (12 kg)
8069164	9963	9963.1 Kleinmetall Autoschondecke Bridge - Gapfill klein, halbe Rücksitzverbreiterung
8073434	58633	58633.6 Josera Minette - Sparpaket: 2 x 2 kg
8073623	5883	5883.15 Eukanuba Growing Puppy Large Breed Huhn - Sparpaket: 2 x 12 kg
8073636	623552	623552.6 20 + 4 gratis! Cosma Nature 24 x 280 g - Huhn & Lachs
8073638	623552	623552.7 20 + 4 gratis! Cosma Nature 24 x 280 g - Huhn & Hühnerschinken
8081147	474077	474077.22 10 kg Sanabelle + Multipack Gourmet Perle 8 x 85 g gratis! - No Grain Fasan
8089323	613491	613491.1 Defu Bio Menü High Sensitive 12 x 820 g - Rind
8113113	617241	617241.0 Hundematratze Oekobed mit Plüsch in Leoparddesign - Größe S: L 80 x B 60 x H 14 cm
8115143	633589	633589.0 13 kg Taste of the Wild Trockenfutter + 6 x 374 g Southwest Canyon gratis! - High Prairie Canine
8115495	590863	590863.6 catz finefood Meatz - Mixpaket: Huhn, Kalb & Hirsch
8116225	633589	633589.1 13 kg Taste of the Wild Trockenfutter + 6 x 374 g Southwest Canyon gratis! - Wetlands Canine
8126468	48731	48731.22 Orijen Adult 6-Fish Dog - 2 kg
8126684	617188	617188.0 Heyrex Torus Wassernapf - rosa - 1 l, Ø 26 cm
8128425	11831	11831.14 Pedigree Schmackos - Mega-Sparpack: mit Rind (14 x 20 Stück)
8128931	624285	624285.53 10 kg Royal Canin + 2 x 26 g Cosma Geburtstags Snackies gratis! -  DO NOT ACTIVATE WRONG
8132573	624997	624997.4 3 + 3 gratis! 6 x 374 g Taste of the Wild - Sierra Mountain Canine
8133262	562932	562932.11 Julius-K9 IDC®-Gurtbandgeschirr - schwarz/grau - Größe 3: Brustumfang 82 - 115 cm
8142304	628230	628230.5 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Thunfisch
8142305	628230	628230.0 20 + 4 gratis! 24 x 70 g Schesir in Brühe - Hühnerfilet
8150111	433140	433140.4 10 + 2 gratis! 12 x 800 g Happy Dog Pur - Lamm Pur
8152602	443019	443019.9 Sparpaket Simpsons Premium 2 x 12 kg - Puppy 80/20 Fisch & Huhn - 12 kg
8158162	54276	54276.3 Forza 10 Medium Diet mit Fisch - 12 kg
8165502	625743	625743.1 Fleischeslust Classic 6 x 800 g - Feines Geflügel, Rind, Reis und Karotten
8166549	618032	618032.0 Sparpaket Josera 2 x 2 kg - Culinesse
8175220	14133	14133.6 Hunter Trainer-Snack Dummy - 2 x Größe L im Sparset
8176434	619749	619749.16 3 / 7,5 kg Royal Canin Breed Trockenfutter + 6 x 85 g Royal Canin Nassfutter - Dachshund (7,5 kg + 6 x 85 g)
8179888	268995	268995.13 Sparpaket Bozita Robur 2 x Großgebinde - Sensitive Grainfree Rentier (2 x 14 kg)
8192587	595696	595696.4 Sparpaket! 3 x 1,5 kg Wahre Liebe Landlust - Forelle
8193215	617893	617893.37 4 kg Happy Cat + Plüschmaulwurf gratis! - Sensitive Grainfree Junior
8193741	450534	450534.0 zoolove Katzenhaus Home inkl. Kratzbrett - L 50 x B 26 x H 36 cm 
8196016	597654	597654.7 2-fach Bonuspunkte auf Sparpaket Wolf of Wilderness 24 x 800 g - Junior Blue River - Huhn & Lachs
8202662	499342	499342.72 Sparpaket Royal Canin Breed 2 x Großgebinde - Ragdoll Adult (2 x 10 kg)
8204825	610396	610396.0 Applaws Hund Dose in Jelly 6 x 156 g - Huhn & Ente
8207978	613218	613218.1 12 kg Simpsons Premium + 70 g Dokas Kausnack Hühnerbrust mit Fisch - 80/20 Fisch
8214850	608912	608912.1 Concept for Life All Cats - in Gelee - 24 x 85 g
8214945	638205	638205.5 15 kg Josera + 500 g DogMio Barkis gratis! - Miniwell
8219226	529496	529496.11 14 kg + 3 kg gratis! 17 kg Briantos Trockennahrung - Adult Fit & Care (Single Protein)
8220106	571704	571704.3 Hundehütte Spike Komfort - Größe XL: B 96 x T 112 x H 105 cm
8222967	360319	360319.14 Pedigree Riesenknochen - Sparpaket Mini Huhn 180 g (12 x 4 Stück)
8223940	620227	620227.3 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Large Junior 12 kg
8224445	623943	623943.13 2,55 / 2,7 / 3 kg Iams Trockenfutter zum Geburtstags-Sonderpreis! - Hairball Control System (2,55 kg )
8224813	433140	433140.2 10 + 2 gratis! 12 x 800 g Happy Dog Pur - Truthahn Pur
8225671	488721	"488721.10 Gem. Sparpaket  Animonda Carny Adult bzw. Kitten 24 x 200 g - Adult ""Geflügel"""
8231689	549106	549106.11 Taste of the Wild Small Breed Appalachian Valley - Sparpaket 2 x 6 kg
8236865	275712	275712.6 Sparpaket Yarrah Bio 2 x Großgebinde - Ökologisches Hundefutter Senior (2 x 10 kg)
8238084	613759	613759.6 Sparpaket Concept for Life 24 x 85 g - Beauty in Soße
8239769	617241	617241.3 Hundematratze Oekobed mit Plüsch in Leoparddesign - Größe XL: L 140 x B 105 x H 17 cm
8241472	608795	608795.1 Concept for Life Light - in Gelee - 24 x 85 g
8259190	495990	495990.1 Kuschelbett Fluffy 2in1 - braun/beige
8261626	618598	618598.5 10 + 2 gratis! 12 x 280 g / 290 g Almo Nature Classic - Kalb mit Schinken (290 g)
8261863	631320	631320.1 Kitten-Set: Tigerino Canada Katzenstreu + Savic Iriz Starter Kit - Tigerino Canada 6 kg + Katzentoilette baby blau
8263113	529496	529496.12 14 kg + 3 kg gratis! 17 kg Briantos Trockennahrung - Junior Young & Care (Single Protein)
8265966	621741	621741.2 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Adult Fisch
8270649	621741	621741.5 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Sensible
8277119	621741	621741.4 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Light
8282337	617188	617188.2 Heyrex Torus Wassernapf - rosa - Doppelpack: Aktivkohlefilter (2 x 5 Stück)
8285291	621741	621741.0 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Adult Geflügel
8286896	645156	645156.78 Royal Canin Size + Fleecedecke Pawty gratis! - Maxi Adult (15 kg)
8287472	608876	608876.1 Concept for Life Sensitive Cats - in Gelee - 24 x 85 g
8287898	621061	621061.5 12 x 85 g Concept for Life All Cats 10+ Nassnahrung zum Probierpreis! - All Cats 10+ - in Soße
8287899	621061	621061.10 12 x 85 g Concept for Life All Cats 10+ Nassnahrung zum Probierpreis! - All Cats 10+ - in Gelee
8288930	637636	637636.9 Unser Geschenk für Ihre erste Bestellung! - 45 g Rocco Chings gratis!
8289214	618063	618063.4 KONG Snacks Liver - L: 2 x 312 g (7 g / Stück)
8289303	628058	628058.1 Hill's Prescription Diet l/d Liver Care Hundefutter Original - 12 x 370 g
8291430	618011	618011.5 Savic Bag it Up Litter Tray Bags - Large - 3x 12 Stück
8291487	618397	618397.11 2,55 / 3 kg Iams +  O'Tom Zeckenhaken gratis! - Multi-Cat (3 kg)
8292493	621741	621741.1 10 kg Smilla Trockenfutter + Multi-Vitamin-Paste gratis! - Adult Rind
8297387	618598	618598.3 10 + 2 gratis! 12 x 280 g / 290 g Almo Nature Classic - Rind mit Schinken (290 g)
8297645	613729	613729.2 400 g Concept for Life Trockenfutter + 12 x 85 g Nassfutter in Soße - Light Mixpaket
8297666	613532	613532.1 Defu Bio Menü High Sensitive 6 x 820 g - Rind
8303763	624124	624124.3 12 kg Almo Nature Holistic Hundefutter zum Geburtstags-Sonderpreis! - Large Adult Lachs & Reis
8306225	13912	13912.8 Miamor Ragout Royale - gemischtes Paket - 48 x 100 g Jelly (Kaninchen, Huhn, Thunfisch)
8319379	627878	627878.10 15 kg Josera + Doppel-Edelstahlnapf mit Ständer gratis! - Profiline Master
8320680	620227	620227.7 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Medium Adult 12 kg
8321821	9962	9962.3 Kleinmetall Autoschondecke Allside Classic - Sparset 1: Autoschondecke + Gapfill klein
8322918	619336	619336.28 12 kg Großgebinde Hill's + Hundespielzeug Gummiball mit Schnur gratis! - Adult Perfect Weight Large Breed (12 kg)
8324446	100780	100780.0 Banana-Leaf V Kratzbaum - 81 x 58 x 100 cm
8327705	619432	619432.27 5 + 1 gratis! 6 x 70 g Applaws Katzenfutter - Kitten Huhn in Jelly
8331801	190792	190792.8 Savic Puppy Trainer Starter Set - Sparset: Large, inkl. 7 Pads + 15 Large Pads
8337986	620227	620227.1 Concept for Life Hundetrockennahrung + 4 x 7 Barkoo Dental Snacks gratis! - Golden Retriever Adult 12 kg
8338268	11831	11831.15 Pedigree Schmackos - Meaty Sticks Rind (3 Stück)
8347893	618027	618027.1 Sparpaket Bozita 2 x 2 kg - Indoor & Sterilised
8349119	618101	618101.6 Großgebinde Wildsterne Breed Selection + Futterbeutel gratis! - Golden Retriever
8358194	618035	618035.3 Sparpaket Applaws 2 x 2 kg / 1,8 kg - für Kätzchen
8361524	617337	617337.10 Concept for Life Hundetrockennahrung + 250 g Rocco Chings Hühnerbrust gratis! - Medium Sensitive 12 kg
8365028	618035	618035.5 Sparpaket Applaws 2 x 2 kg / 1,8 kg - Adult Huhn & Ente
8369569	479690	479690.6 Sparpaket Applaws Cat Layer 24 x 70 g - Thunfisch mit Shrimps
8371650	618134	618134.1 Julius K-9 Sticker 2 x - logo: PRINCESS - groß L 16 x B 5 cm
8387644	604471	604471.0 Burns Choice Adult Huhn & Mais - 12 kg
8398633	618031	618031.4 Sparpaket Porta 21 2 x 2 kg - Feline Finest Cats Heaven
8404677	618397	618397.9 2,55 / 3 kg Iams +  O'Tom Zeckenhaken gratis! - Adult mit Meeresfisch (3 kg)
8406081	529487	529487.4 1,5 kg + 1 kg gratis! Bosch Soft & Plus - Soft Hünchen + Banane
8414805	571704	571704.1 Hundehütte Spike Komfort - Größe M: B 78 x T 88 x H 81 cm
8423668	497319	497319.4 Concept for Life Kitten - Als Ergänzung: 12 x 85 g Concept for Life Kitten in Soße
8425925	613483	613483.0 Hill's PD Canine i/d Low Fat - 12 kg
8433321	548315	548315.9 Gemischtes Probierpaket Rocco Chings - Hühnerbrust Streifen & getrocknet, Entenbrust, Rind (790 g)
8433332	619818	619818.1 KONG Easy Treat Puppy - 2 x 226 g
8437308	568462	568462.17 5 + 1 gratis! 6 x 800 g Animonda GranCarno Original Adult - Mix 1, 6 Sorten
8441827	618063	618063.3 KONG Snacks Liver - S: 4 x 198 g (4 g / Stück)
8443083	628469	628469.31 5 + 1 gratis! 6 x 70 g Almo Nature Legend - Huhn und Thunfisch
8443380	221606	221606.2 Megapack Cesar Schale 14 x 150 g - Rind & Leber (48 x 150 g)
8443932	622296	622296.65 Großgebinde Royal Canin Size + Spielzeug KONG Classic gratis! - Maxi Junior (15 kg)
8444004	620491	620491.3 Defu Katze Pate Sensitive 16 x 100 g - Lachs
8444971	624285	624285.47 10 kg Royal Canin + 2 x 26 g Cosma Geburtstags Snackies gratis! -  DO NOT ACTIVATE WRONG
8445406	436844	436844.8 12,5 kg Meradog Premium/High Premium + Goody Snacks gratis! - Reference
8445724	618101	618101.2 Großgebinde Wildsterne Breed Selection + Futterbeutel gratis! - French Bulldog
8446832	618074	618074.0 KONG Floppy Knots Fox - Gr. S/M: L 25 x B 22 x H 15 cm
8446974	627942	627942.3 Großgebinde Markus-Mühle + 10 Stück Rocco Rinderohren natur gratis! - Black Angus Senior (15 kg)
8448629	331566	331566.3 Hundehütte Woody Flachdach - Größe S: B 85 x T 57 x H 58 cm
8458944	568462	568462.15 5 + 1 gratis! 6 x 800 g Animonda GranCarno Original Adult - Rind & Huhn
8459133	621959	621959.0 flexi New Comfort Seil-Leine M grau, 8 m - flexi New Comfort Seil-Leine M grau, 8 m
8460267	629503	629503.0 Trixie Kurzführer fürs Auto - Gurtbreite 20mm, verstellbare Länge: 40 - 60cm
8460522	621959	621959.1 flexi New Comfort Seil-Leine M grau, 8 m - LED Lighting System
8461312	396369	396369.1 3 kg + 1 kg gratis! 4 kg Wahre Liebe Trockenfutter - für Gewichtige Genießer
8461818	629483	629483.1 Hunter Hundehalsband Freestyle, rot - Größe 50: verstellbar bis max. 50 cm, Ø 10 mm
8470573	611857	611857.0 SureFeed Mikrochip Futterautomat - Für Ihre Bonuspunkte!
8480368	618011	618011.0 Savic Bag it Up Litter Tray Bags - Medium - 12 Stück
8480984	104303	104303.13 Herrmann's Menü gemischtes Probierpaket 400 g - 24 x 400 g Herrmann's Menü gemischte Pakete - Classic 6 Sorten
8482280	13912	13912.9 Miamor Ragout Royale - gemischtes Paket - 48 x 100 g Jelly (Pute, Lachs, Kalb)
8482677	571707	571707.3 Hundehütte Spike Classic - Größe XL: B 86 x T 109 x H 100 cm
8484855	624697	624697.4 400 g / 2 kg / 10 kg Granata Pet zum Geburtstags-Sonderpreis - Sterilised Geflügel (2 kg)
8485081	624386	624386.44 4 kg Happy Cat zum Geburtstags-Sonderpreis! - falsch angelegt nicht aktivieren
8487315	5287	5287.3 Pedigree Junior Medium mit Huhn & Reis - 3 kg
8489735	174630	174630.23 9 + 3 gratis! 12 x 800 g Lukullus Naturkost + Menu Gustico - Menu Gustico - Lebensmittelqualität, 2er Mix
8491813	622440	622440.10 Herrmann's Menü gemischte Pakete 800 g - Bio Geflügel 6 Sorten 24 x 800 g
8494711	251954	251954.6 Cozy Kuschelbett Kingdom - Ø 45 x H 20 cm
8495050	561311	561311.100 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Mature & Senior Large Breed Huhn (15 kg)
8495052	561311	561311.101 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Mature & Senior Lamm & Reis (12 kg)
8496536	631243	631243.1 6 x 800 g Rinti Kennerfleisch + 50 g RINTI Sensible Snack gratis! - Pansen pur
8496621	631639	631639.0 Katzenspielzeug-Set aus 6 Knisterbällen - 1 Stück
8496630	620688	620688.1 Applaws Cat Mackerel Loin - 3 x 30 g
8496815	628645	628645.1 2-fach Bonuspunkte: Greenwoods Adult 48 x 70 g - Hühnchenfilet
8498490	606962	606962.11 70 + 26 gratis! 96 x 85 g Sheba Varietäten Frischebeutel - Mixpaket II
8499451	567916	567916.3 Bosch Active - 3 kg
8499832	617667	617667.1 Kleinmetall Autoschondecke Allside Prestige - Gapfill klein, halbe Rücksitzverbreiterung
8501476	425031	425031.10 Bosch Fruitees (semi-moist) - Sparpaket: 3 x 200 g Rehwild & Preiselbeere
8501852	613278	613278.4 1,5 kg + 400 g gratis! 1,9 kg Wahre Liebe Trockenfutter - Landlust Truthahn - Getreidefrei
8502334	606410	606410.63 10 kg Royal Canin + Kratzmöbel Relax gratis (Ø 39 cm x H 14,5 cm) - Sterilised 37
8502488	11831	11831.16 Pedigree Schmackos - Sparpaket: Meaty Sticks Rind (3 x 3 Stück)
8502784	627878	627878.16 15 kg Josera + Doppel-Edelstahlnapf mit Ständer gratis! - FamilyPlus
8503622	508460	508460.2 Royal Canin Veterinary Diet Feline Hepatic - 2 kg
8503759	514483	514483.5 10 + 2 gratis! 12 x 140 g Almo Nature - Thunfisch mit Jungsardinen
8504316	294176	294176.30 Sparpaket Schesir Jelly Pouch 24 x 100 g - Thunfisch mit Hühnerfilet
8504841	276525	276525.0 Ultima Cat Sterilized Huhn & Gerste - 3 kg
8504848	529627	529627.4 Applaws Adult Huhn mit Lamm - Sparpaket: 2 x 2 kg
8504966	621676	621676.2 12,5 kg Meradog + 6 x 400 g Meradog pure meat Mix gratis! - pure Lachs & Reis
8505154	15031	15031.6 Autoschondecke Seat Guard - Sparset 1: Autoschondecke + Gapfill klein
8505563	568462	568462.9 5 + 1 gratis! 6 x 800 g Animonda GranCarno Original Adult - Multifleisch-Cocktail
8510716	590863	590863.7 catz finefood Meatz - Sparpaket: 2 x Hirsch 45 g
8511297	58923	58923.1 Sparpaket Applaws Hund Dose in Brühe 12 x 156 g - Huhn & Gemüse
8511945	364537	364537.5 7,5 + 2 kg gratis! 9,5 kg Applaws Katzenfutter - Adult Huhn & Lamm
8514750	624638	624638.10 1,5 kg / 7 kg MAC's zum Geburtstags-Sonderpreis - Adult Monoprotein Kaninchen (1,5 kg)
8514770	625016	625016.0 Pet Head WHITE PARTY - 354 ml
8515125	624976	624976.0 Pet Head FURTASTIC CRÈME RINSE - 475 ml
8516223	624583	624583.35 13 + 2 kg! 15 kg Bosch Trockenfutter - Puppy (2 x 7,5 kg)
8516747	113462	113462.11 Royal Canin Kitten in Soße - 24 x 85 g
8517644	613522	613522.0 Hill's Prescription Diet Derm Defense Skin Care Hundefutter mit Huhn - 2 kg
8517647	59197	59197.17 IAMS Pro Active Health Adult Multi-Cat Household - Sparpaket: 2 x 3 kg
8521704	561311	561311.75 12 kg bzw. 15 kg Eukanuba + Furminator Striegel gratis! - Breed Labrador Retriever (12 kg)
